key,english,translation,status
"timing_now","That season is happening now ({season}).","ฤดูนั้นกำลังเกิดขึ้นตอนนี้ ({season})","machine"
"timing_coming","That season starts in about {n} months ({season}).","ฤดูนั้นจะเริ่มในอีกประมาณ {n} เดือน ({season})","machine"
"timing_passed","That season has passed for this event. The next one is {season}; by then the event may have faded.","ฤดูนั้นผ่านไปแล้วสำหรับเหตุการณ์ครั้งนี้ ฤดูถัดไปคือ {season} ซึ่งถึงตอนนั้นเหตุการณ์นี้อาจอ่อนกำลังลงแล้ว","machine"
"expect","During {phase}, {region} usually sees {rain} and {temp}.","ในช่วง{phase} {region} มักเป็นแบบนี้: {rain} และ{temp}","machine"
"agreement_agree","The local rain record agrees with the known pattern, so this outlook is {conf}.","สถิติฝนในพื้นที่ตรงกับรูปแบบที่รู้จักกันมาก่อน ดังนั้นการคาดการณ์นี้จึง{conf}","machine"
"agreement_disagree","The local rain record does not clearly agree with the known pattern, so treat this as {conf}.","สถิติฝนในพื้นที่นี้ไม่ตรงกับรูปแบบที่ทราบกันอย่างชัดเจน จึงให้ถือว่านี่เป็น {conf}","machine"
"agreement_weak","Past events here were mixed, so treat this as {conf}.","เหตุการณ์ในอดีตของพื้นที่นี้ให้ผลไม่เหมือนกัน จึงให้ถือว่านี่เป็น {conf}","machine"
"agreement_none","There is no reliable local rain record for this season, so treat this as {conf}.","ไม่มีสถิติฝนของพื้นที่นี้ที่เชื่อถือได้สำหรับฤดูนี้ จึงให้ถือว่านี่เป็น {conf}","machine"
"history","In the last {n} strong {phase} events, {season} rain here averaged {pct}. It was wetter than normal in {wet}% of them.","ในเหตุการณ์ {phase} รุนแรง {n} ครั้งล่าสุด ฝนช่วง {season} ที่นี่เฉลี่ยอยู่ที่ {pct} และมีฝนมากกว่าปกติใน {wet}% ของเหตุการณ์เหล่านั้น","machine"
"history_recent","Most recent events: {recent}.","เหตุการณ์ล่าสุด: {recent}","machine"
"pct_above","{n}% above normal","มากกว่าปกติ {n}%","machine"
"pct_below","{n}% below normal","น้อยกว่าปกติ {n}%","machine"
"near_normal","close to normal","ใกล้เคียงปกติ","machine"
"no_data","no data","ไม่มีข้อมูล","machine"
"status_line","Global status: {status} (issued {issued}).","สถานะทั่วโลก: {status} (ออกประกาศ {issued})","machine"
"steps_title","What to do now","สิ่งที่ควรทำตอนนี้","machine"
"defer","For warnings, follow {service}. This briefing is a seasonal outlook, not a warning.","สำหรับคำเตือน ให้ติดตาม {service} เอกสารนี้เป็นการคาดการณ์ตามฤดูกาล ไม่ใช่คำเตือน","machine"
"ui.app_name","ENSO Ready","ENSO Ready","machine"
"ui.tagline","What this El Niño means for you, and what to do about it.","เอลนีโญครั้งนี้มีผลกับคุณอย่างไร และคุณควรทำอะไร","machine"
"ui.search_label","Where do you live?","คุณอาศัยอยู่ที่ไหน","machine"
"ui.search_placeholder","Type a town or city","พิมพ์ชื่อเมืองหรือจังหวัด","machine"
"ui.use_location","Use my location","ใช้ตำแหน่งของฉัน","machine"
"ui.see_briefing","See my briefing","ดูสรุปของฉัน","machine"
"ui.livelihood_q","What best describes you?","ข้อไหนตรงกับคุณมากที่สุด","machine"
"ui.livelihood_farmer","I farm or keep animals","ฉันทำไร่ทำนา หรือเลี้ยงสัตว์","machine"
"ui.livelihood_coastal","I live near the coast or a river","ฉันอยู่ใกล้ชายฝั่งหรือแม่น้ำ","machine"
"ui.livelihood_urban","I live in a town or city","ฉันอยู่ในเมือง","machine"
"ui.livelihood_all","Just show me everything","แสดงทั้งหมดเลย","machine"
"ui.tell_more","Tell me more","บอกฉันเพิ่มเติม","machine"
"ui.show_less","Show less","แสดงน้อยลง","machine"
"ui.step_of","Step {i} of {n}","ขั้นที่ {i} จาก {n}","machine"
"ui.why_matters","Why this matters","ทำไมเรื่องนี้จึงสำคัญ","machine"
"ui.done","Done","เสร็จแล้ว","machine"
"ui.next_step","Next step","ขั้นต่อไป","machine"
"ui.show_all_steps","Show all steps","แสดงทุกขั้น","machine"
"ui.minutes","about {n} minutes","ประมาณ {n} นาที","machine"
"ui.what_now","What should I do right now?","ตอนนี้ฉันควรทำอะไร","machine"
"ui.read_aloud","Read aloud","อ่านออกเสียง","machine"
"ui.radio_script","30-second radio script","บทวิทยุ 30 วินาที","machine"
"ui.sms_text","SMS version","แบบข้อความ SMS","machine"
"ui.sources","Sources","แหล่งข้อมูล","machine"
"ui.updated","Data updated {date}","ข้อมูลอัปเดตเมื่อ {date}","machine"
"ui.offline_note","You are offline. Showing your last briefing from {date}.","คุณออฟไลน์อยู่ กำลังแสดงสรุปล่าสุดของคุณจากวันที่ {date}","machine"
"ui.mt_banner","Machine-translated. Tap to suggest a fix.","แปลด้วยเครื่อง แตะเพื่อเสนอคำแก้ไข","machine"
"ui.settings","Settings","ตั้งค่า","machine"
"ui.text_size","Text size","ขนาดตัวอักษร","machine"
"ui.high_contrast","High contrast","สีตัดกันสูง","machine"
"ui.reduce_motion","Reduce motion","ลดการเคลื่อนไหว","machine"
"ui.easy_read","Easy Read","อ่านง่าย","machine"
"ui.methodology","How this works","วิธีการทำงาน","machine"
"ui.back","Back","ย้อนกลับ","machine"
"ui.change_place","Change place","เปลี่ยนสถานที่","machine"
"ui.no_results","No match. Try a bigger town nearby.","ไม่พบที่ตรงกัน ลองใช้ชื่อเมืองใหญ่ที่อยู่ใกล้เคียง","machine"
"ui.region_label","Region","ภูมิภาค","machine"
"ui.share","Share this briefing","แชร์สรุปนี้","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","การค้นหาต้องใช้ JavaScript ถ้าไม่มี ให้เลือกประเทศของคุณด้านล่าง","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","ตอนนี้ยังไม่มีผลพยากรณ์จากแบบจำลองตามฤดูกาล (ออฟไลน์หรือระบบไม่ว่าง) แนวโน้มด้านบนใช้รูปแบบที่รู้จักกันและเหตุการณ์ในอดีต","machine"
"ui.data_note","Data: {list}.","ข้อมูล: {list}","machine"
"ui.near","near {name}","ใกล้ {name}","machine"
"ui.pick_map","Pick on a map","เลือกบนแผนที่","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","แตะตำแหน่งของคุณบนแผนที่ ขยายเข้าไปเพื่อดูหมู่บ้าน","machine"
"ui.skip","Skip to main content","ข้ามไปยังเนื้อหาหลัก","machine"
"ui.dyslexia","Dyslexia-friendly spacing","เว้นระยะตัวอักษรให้อ่านง่ายสำหรับผู้มีภาวะดิสเล็กเซีย","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","ข้ามไปที่ขั้นตอนแรกของคุณ","machine"
"ui.loading","Getting your briefing…","กำลังเตรียมสรุปของคุณ…","machine"
"ui.error_title","We could not load your briefing.","เราโหลดรายงานสรุปของคุณไม่ได้","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","กรุณาตรวจสอบสัญญาณอินเทอร์เน็ต แล้วลองใหม่อีกครั้ง ถ้าคุณเคยมีรายงานสรุปครั้งล่าสุด รายงานนั้นยังเก็บอยู่ในโทรศัพท์เครื่องนี้","machine"
"ui.retry","Try again","ลองใหม่อีกครั้ง","machine"
"timing_coming_one","That season starts next month ({season}).","ฤดูนั้นจะเริ่มในเดือนหน้า ({season})","machine"
"hazards.FL","flooding","น้ำท่วม","machine"
"hazards.FLR","river flooding","น้ำท่วมจากแม่น้ำ","machine"
"hazards.FF","flash floods","น้ำท่วมฉับพลัน","machine"
"hazards.LS","landslides","ดินถล่ม","machine"
"hazards.DR","drought","ภัยแล้ง","machine"
"hazards.WS","water shortage","การขาดแคลนน้ำ","machine"
"hazards.WF","fires","ไฟไหม้","machine"
"hazards.HZ","smoke haze","หมอกควัน","machine"
"hazards.HT","extreme heat","อากาศร้อนจัด","machine"
"hazards.EP","disease outbreaks","การระบาดของโรค","machine"
"hazards.CH","cholera","อหิวาตกโรค","machine"
"hazards.RVF","Rift Valley fever","ไข้ริฟต์วัลเลย์","machine"
"hazards.CS","crop stress","พืชผลโตไม่ดี","machine"
"hazards.CF","crop failure","พืชผลเสียหาย","machine"
"hazards.FI","food shortages","การขาดแคลนอาหาร","machine"
"hazards.TC","tropical storms","พายุหมุนเขตร้อน","machine"
"hazards.TCE","tropical storms reaching farther east","พายุหมุนเขตร้อนที่เคลื่อนไปทางตะวันออกไกลกว่าเดิม","machine"
"hazards.ST","storms","พายุ","machine"
"hazards.HS","high seas","คลื่นสูงในทะเล","machine"
"hazards.SI","salt water in wells","น้ำเค็มในบ่อน้ำ","machine"
"hazards.FR","highland frost","น้ำค้างแข็งบนพื้นที่สูง","machine"
"hazards.SN","low snowpack","หิมะสะสมน้อย","machine"
"hazards.HSN","heavy snow","หิมะตกหนัก","machine"
"hazards.CD","cold spells","ช่วงที่อากาศหนาว","machine"
"hazards.FLS","spring floods","น้ำท่วมช่วงฤดูใบไม้ผลิ","machine"
"hazards.MW","a mild winter","ฤดูหนาวที่ไม่หนาวมาก","machine"
"hazards.CU","a cool summer","ฤดูร้อนที่เย็นกว่าปกติ","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","ความเสี่ยงหลัก: {list}","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," และ ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","การคาดการณ์ตามฤดูกาลล่าสุดสำหรับ {season} ระบุว่า {pct}","machine"
"forecast_agree","That agrees with the usual pattern.","ผลนี้ตรงกับรูปแบบที่มักเกิดขึ้น","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","ผลนี้ไม่ตรงกับรูปแบบที่มักเกิดขึ้น จึงมีความมั่นใจน้อยลง","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","ผลนี้ใกล้เคียงกับค่าปกติ รูปแบบในครั้งนี้จึงอาจอ่อนกว่าเดิม","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(การคาดการณ์ครอบคลุม {n} เดือน จากทั้งหมด {of} เดือน)","machine"
"history_few","Too few past events have data here to give a local average.","เหตุการณ์ในอดีตที่มีข้อมูลของพื้นที่นี้มีน้อยเกินไป จึงยังบอกค่าเฉลี่ยของพื้นที่ไม่ได้","machine"
"local_seasons.spring and summer","spring and summer","ฤดูใบไม้ผลิและฤดูร้อน","machine"
"local_seasons.winter and spring","winter and spring","ฤดูหนาวและฤดูใบไม้ผลิ","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","ช่วงก่อนฝนและฤดูฝน","machine"
"local_seasons.the monsoon","the monsoon","ฤดูมรสุม","machine"
"local_seasons.the summer rains","the summer rains","ฝนฤดูร้อน","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","ฤดูฝนในเขตนอร์เดสเต","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","ฤดูแล้งในแอมะซอน","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","ฝนเหมยหยูและฤดูน้ำหลากในฤดูร้อน","machine"
"local_seasons.the dry season","the dry season","ฤดูแล้ง","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","ฤดูฝนชายฝั่ง","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","ฝนช่วงเบลก์/เดยร์","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","ฝนช่วงคีเรมต์","machine"
"local_seasons.the wet season","the wet season","ฤดูฝน","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","ฤดูฝนและช่วงฝนทิ้งช่วงกานีกูลา","machine"
"local_seasons.musim kemarau","musim kemarau","มูซิมเกอมาเรา (ฤดูแล้ง)","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","มรสุมตะวันตกเฉียงใต้","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","มรสุมตะวันออกเฉียงเหนือ","machine"
"local_seasons.the winter rains","the winter rains","ฝนฤดูหนาว","machine"
"local_seasons.the short rains","the short rains","ฝนช่วงสั้น","machine"
"local_seasons.the Maha season rains","the Maha season rains","ฝนฤดูมหา (Maha)","machine"
"local_seasons.the rainy season","the rainy season","ฤดูฝน","machine"
"local_seasons.winter","winter","ฤดูหนาว","machine"
"local_seasons.the highland rains","the highland rains","ฝนในพื้นที่สูง","machine"
"local_seasons.the Deyr rains","the Deyr rains","ฝนฤดูเดยร์ (Deyr)","machine"
"local_seasons.the Vuli rains","the Vuli rains","ฝนฤดูวูลี (Vuli)","machine"
"local_seasons.the second rains","the second rains","ฝนรอบที่สอง","machine"
"local_seasons.spring","spring","ฤดูใบไม้ผลิ","machine"
"pct_above_cap","more than {n}% above normal","สูงกว่าปกติมากกว่า {n}%","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","เก็บบัตรประชาชน เอกสารที่ดิน และเบอร์โทรศัพท์ ไว้ในถุงพลาสติกที่ปิดสนิท","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","เอกสารเป็นสิ่งที่ทำใหม่ได้ยากที่สุดหลังน้ำท่วม","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","ตกลงกับคนในบ้านว่าจะไปที่สูงแห่งไหน และจะไปทางไหน","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","การตัดสินใจตอนมืดและฝนตก คือตอนที่คนได้รับบาดเจ็บ","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","เก็บน้ำดื่มสะอาดไว้ในภาชนะที่มีฝาปิด ให้พอใช้สามวัน","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","น้ำท่วมทำให้บ่อน้ำและน้ำประปาสกปรกก่อนสิ่งอื่น","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","ลอกท่อระบายน้ำ รางน้ำ และคูน้ำใกล้บ้านตั้งแต่ตอนนี้","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","ท่อที่อุดตันทำให้ฝนหนักกลายเป็นน้ำท่วมในลานบ้าน","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","ยกอาหาร เมล็ดพันธุ์ ปุ๋ย และของมีค่าขึ้นจากพื้น","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","น้ำแค่ตื้น ๆ ก็ทำให้อาหารและเมล็ดพันธุ์ที่เก็บไว้เสียหาย","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","วางแผนว่าจะนำสัตว์เลี้ยงไปไว้ที่สูงตรงไหน","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","การสูญเสียสัตว์เลี้ยงมักเป็นความเสียหายที่มากที่สุดจากน้ำท่วม","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","หาข้อมูลว่าคำเตือนในพื้นที่ของคุณแจ้งมาทางไหน: วิทยุ SMS เครื่องขยายเสียง หรือเพื่อนบ้าน","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","คำเตือนจากทางการคือสัญญาณให้เริ่มลงมือ","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","เก็บยาที่ต้องกินทุกวันไว้ในถุงฉุกเฉิน ให้พอหนึ่งสัปดาห์","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","คลินิกอาจถูกตัดขาดหลายวัน","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","ศึกษาว่าน้ำในแม่น้ำขึ้นถึงตรงไหนในน้ำท่วมใหญ่ครั้งก่อน และอยู่ให้สูงกว่าระดับนั้น","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","รอยระดับน้ำสูงสุดครั้งก่อนเป็นเครื่องบอกที่ดีที่สุดในพื้นที่","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","อย่าข้ามถนนที่น้ำท่วม หรือลำน้ำที่แห้ง ในช่วงที่ฝนตกหนัก","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","คนที่เสียชีวิตจากน้ำท่วมฉับพลันส่วนใหญ่อยู่ในรถ หรือกำลังข้ามลำน้ำ","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","สังเกตรอยแตกใหม่ ต้นไม้เอน หรือน้ำผุดขึ้นจากดิน บนเนินเหนือบ้านของคุณ","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","เนินเขามักมีสัญญาณเตือนก่อนที่ดินจะถล่ม","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","ถ้าคุณอยู่ใต้เนินที่ลาดชัน ให้เตรียมที่นอนที่ปลอดภัยกว่าไว้ในช่วงฝนตกหนัก","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","ดินถล่มมักเกิดตอนกลางคืน หลังฝนตกต่อเนื่องหลายวัน","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","ซ่อมจุดที่น้ำรั่ว และเพิ่มที่เก็บน้ำ เช่น แท็งก์ ถัง หรือบ่อที่มีฝาปิด","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","น้ำทุกลิตรที่เก็บไว้วันนี้ คือน้ำที่คุณไม่ต้องไปขนมาในวันหน้า","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","สอบถามเจ้าหน้าที่ส่งเสริมการเกษตรเรื่องเมล็ดพันธุ์อายุสั้นหรือพันธุ์ทนแล้ง","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","พืชอายุสั้นเก็บเกี่ยวได้ก่อนที่ฝนจะหมด","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","ปลูกแบบทยอย บางส่วนปลูกก่อน บางส่วนปลูกตามเวลาปกติ ไม่ปลูกทั้งหมดพร้อมกัน","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","ช่วยกระจายความเสี่ยง หากฝนเริ่มตกแล้วหยุดไป","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","ตัดและเก็บอาหารสัตว์สำรองไว้ และพิจารณาขายสัตว์ที่ไม่แข็งแรงตั้งแต่เนิ่น ๆ","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","ราคาจะตกลงเมื่อทุกคนขายพร้อมกัน","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","ซื้ออาหารหลักเก็บไว้ทีละน้อยตั้งแต่ตอนนี้ ขณะที่ราคายังปกติ","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","ราคาอาหารขึ้นเร็วที่สุดเมื่อผลผลิตเสียหาย","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","ตกลงกับเพื่อนบ้านว่าจะแบ่งน้ำจากบ่อหรือแท็งก์ที่ใช้ร่วมกันอย่างไร","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","กฎที่ตกลงกันไว้ช่วยป้องกันการขัดแย้งเมื่อน้ำมีน้อย","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","เก็บน้ำไว้และวางแผนการให้น้ำ ถ้าคุณอยู่ทางภาคเหนือหรือภาคตะวันออก","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","ในช่วงเอลนีโญ ฤดูร้อนที่นั่นมักแห้งแล้ง","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","นำน้ำที่ใช้ซักล้างแล้วไปรดต้นไม้และราดโถส้วม","machine"
"steps.water-reuse.why","Cuts household water use by a third.","ช่วยลดการใช้น้ำในบ้านได้ประมาณหนึ่งในสาม","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","ดูตารางการจ่ายน้ำเป็นเวลาของเมืองคุณ และรองน้ำใส่ภาชนะในวันที่มีน้ำ","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","เมืองมักจ่ายน้ำเป็นเวลาในฤดูแล้ง การรู้วันจ่ายน้ำช่วยให้คุณไม่เจอก๊อกน้ำแห้ง","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","ถางหญ้าแห้งและพงไม้รอบอาคารออกไปอย่างน้อย 10 เมตร","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","แนวที่ถางโล่งช่วยกันไฟไหม้หญ้าส่วนใหญ่ไม่ให้ลามถึงบ้าน","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","อย่าเผาไร่นาหรือขยะในวันที่อากาศร้อนและลมแรง","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","ไฟไหม้ใหญ่ส่วนมากเริ่มจากการเผาที่คุมไว้ แล้วไฟลามออกไป","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","วางแผนออกจากพื้นที่ตั้งแต่เนิ่น ๆ และติดตามระดับความเสี่ยงไฟจากหน่วยดับเพลิง","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","การออกจากพื้นที่ช้าเป็นทางเลือกที่อันตรายที่สุดเมื่อเกิดไฟป่า","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","เตรียมกระเป๋าสำหรับอพยพ และรู้เส้นทางออกจากพื้นที่สองเส้นทาง","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","ไฟป่าอาจทำให้ถนนสายหลักปิดได้ในไม่กี่นาที","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","เตรียมหน้ากากไว้ใช้ในวันที่มีควัน และเตรียมห้องหนึ่งห้องที่ปิดได้มิดชิด","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","หมอกควันเป็นอันตรายต่อเด็กและผู้สูงอายุมากที่สุด","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","ย้ายงานหนักไปทำตอนเช้าตรู่และตอนบ่ายแก่ ๆ","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","การเจ็บป่วยจากความร้อนเกิดมากที่สุดในช่วงกลางวัน","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","แวะดูเพื่อนบ้านที่เป็นผู้สูงอายุและคนที่อยู่คนเดียวทุกวัน","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","คนส่วนใหญ่ที่เสียชีวิตจากความร้อน เสียชีวิตเงียบ ๆ อยู่ที่บ้าน","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","ดื่มน้ำบ่อย ๆ ก่อนที่จะรู้สึกกระหายน้ำ","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","ความรู้สึกกระหายน้ำมาช้า ตอนที่ร่างกายขาดน้ำไปแล้ว","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","ต้มน้ำดื่ม หรือใส่ยาฆ่าเชื้อในน้ำ เมื่อน้ำท่วมถึงบ่อน้ำหรือท่อน้ำ","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","อหิวาตกโรคและโรคท้องร่วงแพร่มากับน้ำท่วม","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","เทน้ำขังรอบบ้านทิ้งทุกสองสามวัน และนอนในมุ้ง","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","โรคที่มียุงเป็นพาหะเพิ่มขึ้นหลังฝนตกหนัก","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","เก็บผงเกลือแร่ ORS ไว้ที่บ้าน และรู้ว่าคลินิกที่ใกล้ที่สุดอยู่ที่ไหน","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","การให้น้ำและเกลือแร่อย่างรวดเร็วช่วยชีวิตคนได้ เมื่อมีการระบาดของอหิวาตกโรค","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","แจ้งสัตวแพทย์เมื่อสัตว์ตายกะทันหันหรือแท้งลูก และอย่าจับต้องสัตว์ที่ป่วย","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","โรคไข้ริฟต์วัลเลย์ติดจากสัตว์เลี้ยงที่ป่วยมาสู่คนได้หลังน้ำท่วม","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","คลุมดินในแปลงเพื่อเก็บความชื้นไว้ในดิน","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","การคลุมดินช่วยให้ดินชื้นได้นานขึ้นอีกหนึ่งถึงสองสัปดาห์","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","ปลูกพืชหลายชนิดผสมกัน รวมทั้งพืชที่ใช้น้ำน้อย","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","ถ้าพืชชนิดหนึ่งเสียหาย แต่ชนิดอื่นยังอยู่ ความเสียหายก็น้อยลง","machine"
